,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,Latitude,Longitude,city,zipcode,category1,category2,category3,CensusTract
10299,"[{'alias': 'indonesian', 'title': 'Indonesian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 34.0269938, 'longitude': -118.408793}",(323) 861-9639,12966.78493884562,mr-sate-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/0GiR3FZADsGP3CdkxSWRuA/o.jpg,False,"{'address1': '3456 Motor Ave', 'address2': 'Unit 104', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['3456 Motor Ave', 'Unit 104', 'Los Angeles, CA 90034']}",Mr. Sate,13238619639.0,$$,4.5,131,"['pickup', 'delivery']",https://www.yelp.com/biz/mr-sate-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.408793,34.0269938,Los Angeles,90034,Indonesian,Asian Fusion,,6037269907
10301,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 33.96956, 'longitude': -118.24735}",(323) 583-9322,8794.818351162849,birrieria-jalisco-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/2Js2m6sgpqDwvNc19AUuKQ/o.jpg,False,"{'address1': '7714 Compton Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90001', 'country': 'US', 'state': 'CA', 'display_address': ['7714 Compton Ave', 'Los Angeles, CA 90001']}",Birrieria Jalisco,13235839322.0,$,4.5,73,[],https://www.yelp.com/biz/birrieria-jalisco-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.24735,33.969559999999994,Los Angeles,90001,Mexican,,,6037535002
10302,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]","{'latitude': 33.9464308537922, 'longitude': -118.403982259333}",(310) 646-1770,7063.772077231779,slapfish-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/H_dTbjize2Dwe0ig6-77_A/o.jpg,False,"{'address1': '1 World Way', 'address2': '', 'address3': 'Terminal 2', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['1 World Way', 'Terminal 2', 'Los Angeles, CA 90045']}",Slapfish,13106461770.0,$$,3.0,124,[],https://www.yelp.com/biz/slapfish-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.403982259333,33.9464308537922,Los Angeles,90045,Seafood,American (New),Fish & Chips,6037980028
10304,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 33.991413, 'longitude': -118.256095}",(323) 233-3509,9634.266394397431,the-original-snack-shack-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/HfLlDAYrBJos0i31OzkOEg/o.jpg,False,"{'address1': '5630 S Central Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90011', 'country': 'US', 'state': 'CA', 'display_address': ['5630 S Central Ave', 'Los Angeles, CA 90011']}",The Original Snack Shack,13232333509.0,$,4.5,24,[],https://www.yelp.com/biz/the-original-snack-shack-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.256095,33.991413,Los Angeles,90011,Burgers,,,6037229100
10305,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'peruvian', 'title': 'Peruvian'}]","{'latitude': 34.0354116357855, 'longitude': -118.255957246706}",(213) 748-1773,13561.276214873691,mex-perú-gipsy-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/kc5xmQRPS4qzkUv_L-A8Dg/o.jpg,False,"{'address1': '414 E 12th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['414 E 12th St', 'Los Angeles, CA 90015']}",Mex Perú Gipsy,12137481773.0,$$,4.5,276,[],https://www.yelp.com/biz/mex-per%C3%BA-gipsy-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.255957246706,34.0354116357855,Los Angeles,90015,Mexican,Peruvian,,6037226002
10309,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 33.927962, 'longitude': -118.371399}",(310) 536-7800,3826.5400848122963,lunchstop-cafeteria-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/4fN8QeuxcRiTWa5qVt3vwQ/o.jpg,False,"{'address1': '11701 S La Cienega Blvd', 'address2': '', 'address3': 'Airport Superior Courthouse', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['11701 S La Cienega Blvd', 'Airport Superior Courthouse', 'Los Angeles, CA 90045']}",Lunchstop Cafeteria,13105367800.0,$,3.5,7,[],https://www.yelp.com/biz/lunchstop-cafeteria-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.371399,33.927962,Los Angeles,90045,Cafes,,,6037602200
10310,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 33.97489, 'longitude': -118.30861}",(323) 750-8379,5348.750637370008,the-burger-palace-los-angeles-3,https://s3-media2.fl.yelpcdn.com/bphoto/9jHFU4-7JwvB8dPtylJKwg/o.jpg,False,"{'address1': '7126 S Western Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90047', 'country': 'US', 'state': 'CA', 'display_address': ['7126 S Western Ave', 'Los Angeles, CA 90047']}",The Burger Palace,13237508379.0,$,4.0,21,[],https://www.yelp.com/biz/the-burger-palace-los-angeles-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30861000000002,33.97489,Los Angeles,90047,American (Traditional),Burgers,,6037237300
10313,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 33.9969253540039, 'longitude': -118.426567077637}",(310) 390-9300,11609.115125315571,alibi-room-los-angeles-2,https://s3-media3.fl.yelpcdn.com/bphoto/6mtnDj_uMovfjAR3EOb9Sw/o.jpg,False,"{'address1': '12236 W Washington Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['12236 W Washington Blvd', 'Los Angeles, CA 90066']}",Alibi Room,13103909300.0,$$,4.0,1382,[],https://www.yelp.com/biz/alibi-room-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.426567077637,33.9969253540039,Los Angeles,90066,Lounges,Korean,Food Trucks,6037702803
10314,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]","{'latitude': 33.9304962158203, 'longitude': -118.292274475098}",(323) 755-5043,3479.1444915266247,louisiana-fried-chicken-and-fish-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/4T4QcTpbUx0OIqM2Rvhdsw/o.jpg,False,"{'address1': '11415 S Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90044', 'country': 'US', 'state': 'CA', 'display_address': ['11415 S Vermont Ave', 'Los Angeles, CA 90044']}",Louisiana Fried Chicken & Fish,13237555043.0,$,4.0,9,[],https://www.yelp.com/biz/louisiana-fried-chicken-and-fish-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.292274475098,33.930496215820305,Los Angeles,90044,Chicken Wings,Fish & Chips,,6037602801
10316,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 33.9821815490723, 'longitude': -118.282325744629}",(323) 826-8943,7271.83691846871,the-family-mexican-and-soul-food-restaurant-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/9GumlqazxV6BncXvvMXk3w/o.jpg,False,"{'address1': '6300 S Figueroa St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90003', 'country': 'US', 'state': 'CA', 'display_address': ['6300 S Figueroa St', 'Los Angeles, CA 90003']}",The Family Mexican & Soul Food Restaurant,13238268943.0,$$,3.5,48,[],https://www.yelp.com/biz/the-family-mexican-and-soul-food-restaurant-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.282325744629,33.9821815490723,Los Angeles,90003,Soul Food,Mexican,,6037237600
10318,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0091925859451, 'longitude': -118.256674334407}",(323) 351-8379,11111.0681766056,super-tortas-df-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/GzUKF6yLpyIhtlz0a_VUyg/o.jpg,False,"{'address1': '1098 E 41st St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90011', 'country': 'US', 'state': 'CA', 'display_address': ['1098 E 41st St', 'Los Angeles, CA 90011']}",Super Tortas DF,13233518379.0,$,4.5,122,[],https://www.yelp.com/biz/super-tortas-df-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.25667433440701,34.0091925859451,Los Angeles,90011,Food Trucks,Cuban,Mexican,6037228310
10322,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 33.99371, 'longitude': -118.41466}",(310) 503-2062,10550.519416487885,el-taco-toro-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/66KGoa3JfRURImAWEXHtnQ/o.jpg,False,"{'address1': '4700 Inglewood Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4700 Inglewood Ave', 'Los Angeles, CA 90230']}",El Taco Toro,13105032062.0,$,5.0,91,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/el-taco-toro-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.41466,33.99371,Los Angeles,90230,Mexican,Food Stands,,6037275500
10327,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 33.9408736001988, 'longitude': -118.401868368053}",(310) 646-1770,6738.3162642034495,the-habit-burger-grill-los-angeles-21,https://s3-media2.fl.yelpcdn.com/bphoto/Hmrh0gQ6gsVMDyMYROvKdA/o.jpg,False,"{'address1': '201 World Way', 'address2': '', 'address3': 'Terminal 6', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['201 World Way', 'Terminal 6', 'Los Angeles, CA 90045']}",The Habit Burger Grill,13106461770.0,$,3.0,114,[],https://www.yelp.com/biz/the-habit-burger-grill-los-angeles-21?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.401868368053,33.940873600198806,Los Angeles,90045,Burgers,,,6037980028
10329,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 34.0419249236584, 'longitude': -118.263426795602}",(213) 744-1964,13860.822836284122,impresso-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/u7BWPUDShlZ0yaabf_4aww/o.jpg,False,"{'address1': '1115 S Hope St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['1115 S Hope St', 'Los Angeles, CA 90015']}",Impresso,12137441964.0,$,4.0,205,[],https://www.yelp.com/biz/impresso-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.263426795602,34.0419249236584,Los Angeles,90015,Coffee & Tea,Breakfast & Brunch,Bakeries,6037207900
10330,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 33.9600249, 'longitude': -118.3781916}",(310) 568-9800,5570.414778675302,sushi-kura-los-angeles-2,https://s3-media3.fl.yelpcdn.com/bphoto/XHL0-FmS76qf37vfgIRRzw/o.jpg,False,"{'address1': '5567 W Manchester Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['5567 W Manchester Ave', 'Los Angeles, CA 90045']}",Sushi Kura,13105689800.0,$$,4.0,246,"['delivery', 'pickup']",https://www.yelp.com/biz/sushi-kura-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3781916,33.9600249,Los Angeles,90045,Sushi Bars,Japanese,Soup,6037277100
10331,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'mongolian', 'title': 'Mongolian'}]","{'latitude': 33.9597551, 'longitude': -118.3790799}",(310) 641-6868,5584.039883062158,three-flames-mongolian-bar-b-q-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/cMlP9tI6xWzSu24iUqYXpA/o.jpg,False,"{'address1': '5608 W Manchester Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['5608 W Manchester Ave', 'Los Angeles, CA 90045']}",Three Flames Mongolian Bar-B-Q,13106416868.0,$$,3.5,162,[],https://www.yelp.com/biz/three-flames-mongolian-bar-b-q-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3790799,33.9597551,Los Angeles,90045,Barbeque,Mongolian,,
10332,"[{'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 34.0253611314965, 'longitude': -118.345958349049}",(323) 732-6357,10701.246647143298,mels-fish-shack-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/Vt1eitXN4zds5B6ffH7ykQ/o.jpg,False,"{'address1': '4524 W Jefferson Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['4524 W Jefferson Blvd', 'Los Angeles, CA 90016']}",Mel's Fish Shack,13237326357.0,$$,4.0,330,"['pickup', 'delivery']",https://www.yelp.com/biz/mels-fish-shack-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.345958349049,34.0253611314965,Los Angeles,90016,Seafood Markets,Fish & Chips,Seafood,6037220000
10335,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 33.97685, 'longitude': -118.37174}",(310) 641-7572,6474.365146740061,derricks-jamaican-cuisine-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/fPhHp4GGR-FyBFcW8wFpEg/o.jpg,False,"{'address1': '6806 La Tijera Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['6806 La Tijera Blvd', 'Los Angeles, CA 90045']}",Derrick's Jamaican Cuisine,13106417572.0,$$,3.5,262,"['pickup', 'delivery']",https://www.yelp.com/biz/derricks-jamaican-cuisine-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.37174,33.97685,Los Angeles,90045,Caribbean,,,6037276100
10340,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0448754975184, 'longitude': -118.232614428836}",(213) 292-6466,15610.550372387368,edibol-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/jbc-QKkA7wZB844-uZJ-9g/o.jpg,False,"{'address1': '300 S Santa Fe Ave', 'address2': 'Ste Q', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['300 S Santa Fe Ave', 'Ste Q', 'Los Angeles, CA 90013']}",ediBOL,12132926466.0,$$,4.5,411,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/edibol-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.232614428836,34.0448754975184,Los Angeles,90013,American (New),Breakfast & Brunch,,6037206031
10343,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 33.96341, 'longitude': -118.30862}",(323) 750-0705,4205.009276698546,golden-bird-chicken-los-angeles-4,https://s3-media3.fl.yelpcdn.com/bphoto/c6Ci9qm1078gGFeB-XQFJQ/o.jpg,False,"{'address1': '8300 S Western Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90047', 'country': 'US', 'state': 'CA', 'display_address': ['8300 S Western Ave', 'Los Angeles, CA 90047']}",Golden Bird Chicken,13237500705.0,$,3.5,103,[],https://www.yelp.com/biz/golden-bird-chicken-los-angeles-4?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30862,33.96341,Los Angeles,90047,Chicken Wings,,,6037238100
10345,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]","{'latitude': 34.0092251194368, 'longitude': -118.338700226171}",(323) 294-8888,8841.852770724887,the-kickin-crab-los-angeles-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/2odxD5iiOgv2P-BJYS-CCw/o.jpg,False,"{'address1': '3767 Santa Rosalia Dr', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90008', 'country': 'US', 'state': 'CA', 'display_address': ['3767 Santa Rosalia Dr', 'Los Angeles, CA 90008']}",The Kickin' Crab - Los Angeles,13232948888.0,$$,3.5,129,[],https://www.yelp.com/biz/the-kickin-crab-los-angeles-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.338700226171,34.009225119436806,Los Angeles,90008,Seafood,Cajun/Creole,,6037236100
10347,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 34.017, 'longitude': -118.30854}",(323) 735-2166,9868.118890217334,traceys-belizean-restaurant-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/GeTN-ILDbxZjjBKkwQJZ4w/o.jpg,False,"{'address1': '3810 S Western Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90062', 'country': 'US', 'state': 'CA', 'display_address': ['3810 S Western Ave', 'Los Angeles, CA 90062']}",Tracey's Belizean Restaurant,13237352166.0,$$,4.5,92,[],https://www.yelp.com/biz/traceys-belizean-restaurant-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30854,34.017,Los Angeles,90062,Caribbean,,,6037231300
10348,"[{'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 33.95944, 'longitude': -118.37918}",(310) 649-2778,5596.730643269174,miyako-express-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/H_oDOVFg2cwmLP96gs8MiQ/o.jpg,False,"{'address1': '5600 W Manchester Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['5600 W Manchester Ave', 'Los Angeles, CA 90045']}",Miyako Express,13106492778.0,$,4.0,144,[],https://www.yelp.com/biz/miyako-express-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.37918,33.95944,Los Angeles,90045,Japanese,,,6037277200
10356,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 34.0269938, 'longitude': -118.408793}",(424) 298-8106,12966.775710407259,lobster-and-beer-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/huaitQy-ZnUaTaAYVth19w/o.jpg,False,"{'address1': '3456 Motor Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['3456 Motor Ave', 'Los Angeles, CA 90034']}",Lobster & Beer,14242988106.0,$$,4.0,402,"['pickup', 'delivery']",https://www.yelp.com/biz/lobster-and-beer-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.408793,34.0269938,Los Angeles,90034,Seafood,Wine Bars,Beer Bar,6037269907
10357,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 33.9548672571282, 'longitude': -118.291242489293}",(323) 405-4497,4517.734063833058,royals-cafe-burgers-and-grill-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/3VfbW7Cx-ixFBI7ZyDUjAg/o.jpg,False,"{'address1': '9000 S Vermont Ave', 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90044', 'country': 'US', 'state': 'CA', 'display_address': ['9000 S Vermont Ave', 'Los Angeles, CA 90044']}",Royal's Cafe Burgers & Grill,13234054497.0,,4.0,13,['pickup'],https://www.yelp.com/biz/royals-cafe-burgers-and-grill-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.291242489293,33.9548672571282,Los Angeles,90044,Burgers,Soul Food,Steakhouses,6037240300
10358,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","{'latitude': 33.99033, 'longitude': -118.29181}",(323) 789-6612,7583.419101240133,pupuseria-jutiapa-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/zSlZFD_UZlApLEwxDMPfqw/o.jpg,False,"{'address1': '5701 S Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90037', 'country': 'US', 'state': 'CA', 'display_address': ['5701 S Vermont Ave', 'Los Angeles, CA 90037']}",Pupuseria Jutiapa,13237896612.0,$,4.0,44,[],https://www.yelp.com/biz/pupuseria-jutiapa-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.29181,33.99033,Los Angeles,90037,Latin American,Comfort Food,,6037232600
